id,investor_email,startup_id,amount,created_at
8119,arunimanori112@gmail.com,3091,89265.32,2021-04-14
8120,manthanseshadri466@gmail.com,286,84297.09,2020-05-23
8121,maxmishra746@gmail.com,599,225639.78,2023-04-30
8122,priyaravi18@gmail.com,2893,143648.29,2024-10-17
8123,brindathakkar242@gmail.com,969,172802.78,2020-09-10
8124,jasmitkeer993@gmail.com,2626,125488.37,2022-07-29
8125,yaminihanda649@gmail.com,2320,221898.14,2020-05-18
8126,yagneshsen710@gmail.com,944,101375.2,2023-03-31
8127,aachalcheema352@gmail.com,588,139151.9,2021-11-13
8128,omcomar928@gmail.com,1981,212879.43,2022-10-13
8129,maxpau636@gmail.com,1433,243837.42,2024-09-10
8130,gunbirrout782@gmail.com,891,108099.26,2022-12-01
8131,aaditiwari941@gmail.com,2623,306774.72,2024-01-09
8132,forumdave210@gmail.com,3396,175059.34,2023-10-12
8133,ojasvipau775@gmail.com,3241,66565.74,2021-08-11
8134,samarkibe353@gmail.com,1233,179524.16,2020-11-26
8135,jananisur822@gmail.com,958,119360.06,2021-05-28
8136,gauravvarty484@gmail.com,3332,184725.48,2021-10-26
8137,gaurivyas940@gmail.com,3265,146571.5,2022-04-15
8138,nehasubramanian157@gmail.com,3149,155941.9,2022-04-30
8139,nakularora36@gmail.com,3134,77072.53,2022-04-14
8140,jasmitsrinivasan352@gmail.com,1521,229204.9,2024-06-07
8141,varsharavel125@gmail.com,1297,57509.81,2021-08-05
8142,yutikanarang168@gmail.com,374,61298.81,2022-08-09
8143,jananigera295@gmail.com,679,179388.83,2020-03-30
8144,yastiatwal274@gmail.com,1267,278227.54,2021-08-06
8145,adwetakamdar936@gmail.com,964,121792.55,2020-04-08
8146,jacksoniyengar833@gmail.com,3402,206077.79,2020-02-14
8147,davidgolla707@gmail.com,3984,235867.21,2021-12-27
8148,chandaniaurora699@gmail.com,1165,215174.75,2020-10-08
8149,rachitkari683@gmail.com,451,125103.34,2021-09-29
8150,qarinchada4@gmail.com,44,62716.26,2022-04-29
8151,liamgupta884@gmail.com,2809,26603.81,2024-02-06
8152,revasamra699@gmail.com,1055,128972.76,2021-04-08
8153,ikbaldani558@gmail.com,554,244246.99,2020-04-28
8154,keyaravel903@gmail.com,911,60066.72,2020-09-07
8155,dalbirkakar651@gmail.com,39,206016.79,2024-05-18
8156,vasatikabuch406@gmail.com,2979,73987.8,2022-03-15
8157,wahabtella97@gmail.com,1341,158485.81,2020-11-12
8158,ubikapadmanabhan689@gmail.com,789,206623.33,2020-11-08
8159,chaturaprakash103@gmail.com,393,97240.37,2021-04-14
8160,hamsinimore742@gmail.com,1012,163638.77,2020-01-29
8161,kamyasarraf79@gmail.com,3033,116792.69,2020-12-06
8162,bakhshidani994@gmail.com,1263,206411.89,2024-01-13
8163,michaelshere809@gmail.com,1142,168825.37,2023-03-19
8164,sanayasagar543@gmail.com,1855,154520.61,2020-08-16
8165,abhiramnatt280@gmail.com,2384,274668.0,2021-01-15
8166,jagvidixit667@gmail.com,831,202984.49,2021-05-08
8167,ekarajmaster844@gmail.com,2440,94771.85,2024-01-03
8168,yashasvidhawan987@gmail.com,2520,143130.89,2023-04-15
8169,aachaltaneja98@gmail.com,2950,143928.1,2024-06-10
8170,nathanielnarasimhan393@gmail.com,824,156425.57,2022-01-25
8171,unnatipai134@gmail.com,3100,351960.74,2023-01-29
8172,meerawadhwa822@gmail.com,1611,179668.15,2020-07-18
8173,faraspuri224@gmail.com,2412,12872.21,2024-04-21
8174,nikitapathak629@gmail.com,3449,106576.08,2020-02-02
8175,aishanidatta331@gmail.com,790,4589.77,2022-05-08
8176,sudikshamagar305@gmail.com,2285,123616.14,2021-07-15
8177,calebkant580@gmail.com,3034,8984.82,2020-04-25
8178,qasimreddy201@gmail.com,1880,80272.76,2021-12-31
8179,wriddhishsunder726@gmail.com,2138,28342.28,2023-07-02
8180,oviyamani92@gmail.com,3007,180732.81,2023-09-18
8181,parthgopal729@gmail.com,269,150043.15,2023-08-08
8182,ekanshnanda457@gmail.com,3187,174236.98,2024-04-13
8183,fradoratta471@gmail.com,1655,141635.89,2020-08-20
8184,bhavinidatta123@gmail.com,455,38456.18,2022-09-14
8185,chamankothari834@gmail.com,2752,191081.71,2021-03-26
8186,hemangbhatti414@gmail.com,3561,303777.96,2020-12-02
8187,ridhibatra475@gmail.com,796,182737.01,2021-02-17
8188,amritapandit754@gmail.com,328,115926.03,2022-05-22
8189,diptacherian889@gmail.com,2227,35754.63,2022-12-04
8190,quincykoshy337@gmail.com,491,77354.64,2023-10-16
8191,nathankeer205@gmail.com,1645,186243.17,2021-02-16
8192,vedahalder469@gmail.com,1905,235849.44,2020-07-22
8193,loganamble350@gmail.com,1242,170869.29,2023-10-09
8194,yashasvihanda634@gmail.com,554,213990.98,2024-08-23
8195,noahdua849@gmail.com,1670,206614.26,2023-07-05
8196,chandreshdugar861@gmail.com,468,190522.75,2022-03-13
8197,veerbasak158@gmail.com,166,97322.11,2021-03-08
8198,sameshmemon78@gmail.com,113,163913.88,2020-04-26
8199,ucchaltella379@gmail.com,3090,82129.78,2023-12-14
8200,zilmilshanker203@gmail.com,3995,151394.32,2022-04-01
8201,bhavanimisra79@gmail.com,1951,176469.08,2021-09-17
8202,ekiyaupadhyay151@gmail.com,1784,284302.7,2020-10-05
8203,vedantkunda795@gmail.com,1782,45221.44,2021-10-30
8204,tanmayinarasimhan394@gmail.com,548,188520.61,2023-12-10
8205,hemalcontractor629@gmail.com,895,268498.93,2022-11-22
8206,yauvanigokhale639@gmail.com,3912,210707.82,2021-03-17
8207,yashranganathan237@gmail.com,3960,216635.64,2021-12-03
8208,gauribhargava169@gmail.com,80,197015.59,2023-03-03
8209,meghalala338@gmail.com,1117,253866.76,2024-07-29
8210,xavieragate288@gmail.com,1165,63001.75,2021-09-13
8211,urishillanagy507@gmail.com,1886,39125.87,2024-08-28
8212,praneelsengupta133@gmail.com,2074,149493.27,2024-03-11
8213,upkaarmander938@gmail.com,2660,22892.97,2020-01-30
8214,aadiacharya129@gmail.com,3446,248451.66,2022-09-20
8215,jyotiramachandran933@gmail.com,3593,247657.22,2024-01-19
8216,simonsarma351@gmail.com,3685,115331.96,2021-01-11
8217,harshilroy919@gmail.com,91,120338.35,2024-09-24
8218,chaturaatwal387@gmail.com,1849,144212.2,2020-07-28
8219,udantdixit965@gmail.com,3427,154161.65,2023-06-26
8220,eesharaju189@gmail.com,3126,160173.91,2024-03-11
8221,lajitakaran444@gmail.com,2225,194658.57,2020-11-02
8222,oshauppal183@gmail.com,848,136189.89,2022-12-29
8223,aarnaarya71@gmail.com,2695,225455.46,2020-03-21
8224,tanveerahluwalia239@gmail.com,2967,185675.82,2024-11-05
8225,nidramukhopadhyay275@gmail.com,636,101442.92,2023-10-26
8226,indalimukhopadhyay686@gmail.com,3663,256809.01,2020-05-22
8227,pavanikumar321@gmail.com,2952,41339.44,2023-03-15
8228,ekantawali957@gmail.com,3718,142626.74,2020-02-16
8229,wishikunda565@gmail.com,3955,227353.39,2024-05-08
8230,mugdhakalla556@gmail.com,2496,92154.15,2021-10-24
8231,kamalamorar429@gmail.com,3753,174764.45,2021-09-11
8232,arinahluwalia224@gmail.com,3215,193467.17,2024-06-15
8233,qarinrai663@gmail.com,964,81158.09,2023-05-06
8234,yadavisankaran942@gmail.com,3873,144201.78,2020-05-01
8235,gavindeo548@gmail.com,360,137479.69,2022-06-07
8236,upasnalanka973@gmail.com,2138,105860.97,2020-08-17
8237,ethandeep546@gmail.com,2098,334133.99,2022-11-10
8238,bhavanibora496@gmail.com,2054,88951.49,2024-03-05
8239,snehakala686@gmail.com,1121,230394.42,2021-04-06
8240,lakshminair899@gmail.com,1281,118575.92,2022-08-23
8241,isaiahdass834@gmail.com,2705,63069.1,2023-07-31
8242,indrajitbarad27@gmail.com,832,158225.14,2023-02-05
8243,chaitalyaggarwal791@gmail.com,573,201927.47,2024-03-21
8244,vaishnavichanda624@gmail.com,814,223640.77,2020-12-26
8245,niharikasem184@gmail.com,286,274981.21,2020-03-18
8246,udyativohra77@gmail.com,1656,385619.7,2022-03-29
8247,amarawadhwa284@gmail.com,2434,170041.14,2021-09-08
8248,georgecheema750@gmail.com,1947,96952.63,2021-11-14
8249,aashikaur167@gmail.com,1001,186229.95,2024-02-13
8250,gabrielramesh769@gmail.com,3309,128702.96,2022-07-15
8251,ayushissac808@gmail.com,2661,224077.29,2022-08-22
8252,edhithakaur808@gmail.com,1871,46226.86,2021-01-25
8253,hemangdas26@gmail.com,1487,339466.76,2023-04-01
8254,gunbirkakar664@gmail.com,3158,218483.85,2020-10-15
8255,kritikakara156@gmail.com,309,15279.68,2023-11-14
8256,idikacomar346@gmail.com,3516,93277.69,2020-01-21
8257,agastyasood556@gmail.com,1039,215286.48,2022-09-14
8258,wishirattan156@gmail.com,1963,244107.52,2020-08-03
8259,amairadubey333@gmail.com,2767,48220.99,2024-09-24
8260,karankeer717@gmail.com,1993,207042.07,2020-12-08
8261,amrutamanda931@gmail.com,2962,5787.19,2021-04-16
8262,sameshmangat98@gmail.com,3990,142853.13,2020-10-08
8263,chavvidugal881@gmail.com,3830,238963.75,2024-09-04
8264,avnihayer384@gmail.com,2221,105878.74,2020-11-26
8265,yochanamohan829@gmail.com,535,29446.22,2020-09-02
8266,irakala130@gmail.com,1368,161697.18,2022-12-07
8267,kalpitprabhu179@gmail.com,2215,101622.49,2021-01-31
8268,ethantella951@gmail.com,2051,200364.67,2020-09-19
8269,binabhat246@gmail.com,2898,79173.89,2020-03-14
8270,meghanamanda802@gmail.com,3711,88189.05,2021-12-05
8271,brijeshkorpal278@gmail.com,1477,11680.19,2020-03-10
8272,raghavmand282@gmail.com,1488,163595.58,2023-11-29
8273,isaiahkanda833@gmail.com,3943,137127.6,2021-10-22
8274,yachanakorpal735@gmail.com,3128,54929.23,2021-03-09
8275,kiaanmann666@gmail.com,3803,165503.9,2021-10-03
8276,tamannaagarwal988@gmail.com,456,232165.62,2024-12-29
8277,dalbirkakar651@gmail.com,2522,132754.56,2021-01-27
8278,isaacsami137@gmail.com,2092,171453.36,2022-02-11
8279,wahabsubramanian228@gmail.com,3555,171864.9,2021-09-21
8280,abeersamra816@gmail.com,2938,53653.61,2022-10-04
8281,pahalkari150@gmail.com,1552,314526.87,2024-01-24
8282,hemanginisuresh10@gmail.com,1661,112332.01,2023-11-02
8283,waidamangat858@gmail.com,3428,202489.3,2021-07-17
8284,hiralluthra693@gmail.com,503,211537.22,2022-06-26
8285,abeerbatra779@gmail.com,440,138832.39,2023-05-18
8286,xititripathi906@gmail.com,1371,198543.6,2024-04-24
8287,vamakshiprakash635@gmail.com,1811,169665.54,2023-12-06
8288,yastiatwal274@gmail.com,743,36588.82,2024-12-01
8289,aarinivenkatesh360@gmail.com,24,123418.18,2020-01-29
8290,vedantsaxena486@gmail.com,2272,100995.93,2024-08-08
8291,omkaarchandran850@gmail.com,2055,113060.4,2022-07-10
8292,raaginiissac130@gmail.com,1617,45679.75,2021-05-30
8293,harshhanda807@gmail.com,2462,240114.7,2024-03-15
8294,vedhikabhasin267@gmail.com,494,278159.41,2023-03-31
8295,warjasraj347@gmail.com,2906,228240.24,2021-09-20
8296,girindrabanik90@gmail.com,1787,251642.34,2023-09-06
8297,ishanvisandal105@gmail.com,3843,122429.21,2022-07-15
8298,wardadani460@gmail.com,344,99099.45,2024-03-18
8299,urmisavant554@gmail.com,294,87713.04,2021-05-02
8300,nidhideep182@gmail.com,1937,201525.19,2020-07-28
8301,udantmangal693@gmail.com,1529,168165.04,2023-05-12
8302,rayaangoyal43@gmail.com,362,143822.26,2024-09-25
8303,mugdhagrover681@gmail.com,822,253611.88,2020-10-18
8304,harshilghosh642@gmail.com,1879,182395.31,2023-04-02
8305,gaurangjha434@gmail.com,1287,82907.39,2023-04-13
8306,ubikaiyengar518@gmail.com,304,95527.29,2022-04-10
8307,saipandit474@gmail.com,3488,204559.46,2023-08-26
8308,ayushmandhar120@gmail.com,259,233338.63,2020-12-13
8309,eshanasinha483@gmail.com,3612,194134.42,2020-05-18
8310,aarushrana494@gmail.com,1362,301751.1,2023-09-26
8311,varsharanganathan695@gmail.com,3804,280800.57,2023-04-17
8312,shauryakibe403@gmail.com,3080,185282.87,2020-08-09
8313,williambatra680@gmail.com,2564,82913.55,2023-02-15
8314,zaitradhar238@gmail.com,414,45201.0,2023-10-26
8315,kavyatailor434@gmail.com,2532,119009.46,2024-11-11
8316,lukekuruvilla170@gmail.com,3288,210257.08,2022-05-16
8317,lohitravel751@gmail.com,1682,296131.77,2023-11-17
8318,yauvanigokhale639@gmail.com,3846,183395.76,2023-06-07
8319,yatinmerchant353@gmail.com,1961,243497.82,2020-09-01
8320,ishanvikanda725@gmail.com,3099,130375.4,2020-06-18
8321,rushilpadmanabhan331@gmail.com,1710,199821.53,2020-06-01
8322,loganvarty131@gmail.com,159,215868.55,2023-12-30
8323,ethantella951@gmail.com,1247,8367.54,2021-10-16
8324,rushiltella460@gmail.com,1563,116924.9,2022-11-03
8325,chakrikatiwari557@gmail.com,372,225976.03,2021-11-19
8326,saumyaseth864@gmail.com,2620,171957.47,2021-09-02
8327,simondutt541@gmail.com,943,54278.8,2023-08-12
8328,harshilsridhar653@gmail.com,1861,44409.79,2024-01-13
8329,karangour69@gmail.com,458,120737.54,2021-11-10
8330,jaigarde883@gmail.com,2119,144273.14,2024-02-17
8331,dominicshah131@gmail.com,2631,79286.16,2020-10-31
8332,oliverchander304@gmail.com,1164,161446.79,2024-01-08
8333,isaacsaraf264@gmail.com,1769,190510.94,2024-05-17
8334,vedikanadkarni643@gmail.com,628,203654.97,2021-01-09
8335,tejaskant262@gmail.com,3653,38473.51,2022-05-05
8336,dhritighosh147@gmail.com,17,44857.19,2020-03-07
8337,aishanishetty170@gmail.com,288,125630.19,2021-06-19
8338,nandinichacko611@gmail.com,3784,195773.85,2020-07-29
8339,jaichopra407@gmail.com,1651,189138.72,2020-12-24
8340,avirattan930@gmail.com,1775,187749.6,2023-12-27
8341,jalsapillai300@gmail.com,637,119326.56,2020-01-07
8342,guneetrana502@gmail.com,2405,123789.33,2020-02-05
8343,aadhyagara222@gmail.com,2373,91733.66,2020-04-03
8344,rachitadhawan803@gmail.com,2670,211455.53,2021-07-20
8345,calebkumer687@gmail.com,3625,76360.9,2023-05-15
8346,zaitrarege670@gmail.com,2006,218002.91,2022-03-06
8347,ladlisavant552@gmail.com,2389,166628.26,2020-11-09
8348,guneetpillai702@gmail.com,3247,146396.44,2022-03-23
8349,jairajnagar61@gmail.com,2037,97463.17,2020-08-06
8350,omwalia741@gmail.com,3068,41556.65,2023-05-12
8351,oviyamurty733@gmail.com,1605,98187.78,2021-01-22
8352,krishnamorar125@gmail.com,1808,123599.45,2022-06-09
8353,chandreshdevi357@gmail.com,3958,39521.94,2021-09-20
8354,idikapau482@gmail.com,1985,134211.59,2021-08-05
8355,radhikadash235@gmail.com,2326,223948.59,2021-06-19
8356,lopaborde437@gmail.com,543,195377.43,2023-12-03
8357,urmimishra951@gmail.com,457,110303.53,2023-09-30
8358,damyantimahal717@gmail.com,900,153754.9,2020-01-20
8359,dayitarao525@gmail.com,1978,105506.83,2023-10-01
8360,aradhanadubey387@gmail.com,2021,161900.86,2023-02-20
8361,finnraman406@gmail.com,2965,273208.63,2024-09-03
8362,jyotisami35@gmail.com,922,227479.9,2021-12-20
8363,daminisavant881@gmail.com,1602,191663.54,2021-05-16
8364,simonbali94@gmail.com,840,110569.21,2020-01-24
8365,davidpalan432@gmail.com,2071,209995.07,2023-12-18
8366,rayaansangha649@gmail.com,2642,15049.84,2020-03-21
8367,wahabgoel450@gmail.com,763,129811.72,2024-04-18
8368,devsubramanian388@gmail.com,1579,196696.91,2024-03-15
8369,nachiketpatil265@gmail.com,1478,209233.7,2020-03-12
8370,aayushsibal325@gmail.com,2244,203590.76,2020-03-18
8371,nitarashanker188@gmail.com,3495,173586.46,2023-07-22
8372,advaithreddy425@gmail.com,231,134342.0,2021-10-24
8373,revagopal243@gmail.com,1294,193038.08,2023-02-19
8374,jagdishdua916@gmail.com,3844,73771.12,2023-05-13
8375,ranbirbarad52@gmail.com,3723,82425.82,2021-10-25
8376,udantkapur361@gmail.com,2780,154938.77,2022-05-05
8377,jeetsarin258@gmail.com,899,163855.81,2024-07-13
8378,upkaarsharma662@gmail.com,1468,3950.79,2024-06-30
8379,miteshdass134@gmail.com,3283,186411.71,2021-01-20
8380,jackdas307@gmail.com,1855,211818.27,2023-08-02
8381,parthkhare421@gmail.com,391,143817.18,2021-08-06
8382,isaiahdass834@gmail.com,1844,339957.3,2020-02-04
8383,robertsheth824@gmail.com,3673,95365.19,2024-05-10
8384,etabala430@gmail.com,2954,121113.03,2024-11-16
8385,umanggupta71@gmail.com,551,118394.65,2022-11-22
8386,deepajayaraman102@gmail.com,2963,143904.99,2022-04-16
8387,bishakhahayer701@gmail.com,879,123702.01,2023-04-09
8388,divyabhargava671@gmail.com,93,37455.16,2020-01-07
8389,abhirampalan113@gmail.com,839,106276.14,2022-04-19
8390,gautaminanda818@gmail.com,2735,142190.34,2024-06-10
8391,amairadubey333@gmail.com,1040,248285.77,2022-08-05
8392,darpanloke974@gmail.com,1765,326179.46,2022-11-06
8393,luckyraju280@gmail.com,315,256837.91,2020-10-10
8394,lekhahegde195@gmail.com,600,87969.68,2022-09-27
8395,rayaandugar133@gmail.com,2669,94335.23,2023-04-22
8396,vamakshidevan759@gmail.com,1901,137253.71,2022-05-17
8397,hritikshanker327@gmail.com,1283,292764.71,2024-04-29
8398,maanaskade938@gmail.com,850,136766.08,2020-03-21
8399,calebkant580@gmail.com,1985,43799.4,2022-08-27
8400,yashodasankaran642@gmail.com,234,109905.83,2023-10-30
8401,indalibora145@gmail.com,3125,210564.48,2023-08-14
8402,banjeetkapur475@gmail.com,1092,205195.22,2022-01-08
8403,oviyaaurora181@gmail.com,1931,133982.67,2021-07-16
8404,xitiswaminathan64@gmail.com,1778,204673.17,2021-10-12
8405,jyotiyadav924@gmail.com,2930,31853.78,2021-05-11
8406,dalajaray914@gmail.com,3838,158306.34,2020-11-20
8407,masonrandhawa177@gmail.com,2208,218854.83,2024-05-04
8408,chaitanyasridhar916@gmail.com,728,83370.94,2023-10-22
8409,inayacontractor196@gmail.com,1780,83092.92,2020-09-01
8410,tanishsrinivasan355@gmail.com,898,684.15,2021-02-09
8411,ekajanazareth239@gmail.com,3060,277191.65,2022-02-24
8412,lipikaswaminathan880@gmail.com,3236,92387.68,2022-09-13
8413,kairanganathan396@gmail.com,319,169283.46,2020-03-21
8414,mitaligaba270@gmail.com,3532,198313.36,2020-03-03
8415,arintalwar476@gmail.com,2719,270965.44,2024-03-13
8416,jasmitahuja929@gmail.com,2210,137688.18,2022-09-06
8417,triyaagate57@gmail.com,3310,106845.62,2021-12-04
8418,upadhritichander648@gmail.com,499,163845.41,2024-03-23
8419,sanyanazareth54@gmail.com,2343,252726.42,2023-12-06
8420,mekhaladara667@gmail.com,812,136386.2,2021-09-08
8421,farhanmishra781@gmail.com,2106,73610.47,2022-05-19
8422,jackmunshi695@gmail.com,1784,26739.38,2024-03-05
8423,advaithkala928@gmail.com,1828,52296.21,2021-07-11
8424,pavaniloyal797@gmail.com,3578,219151.32,2024-10-31
8425,champakmurty758@gmail.com,1050,124350.04,2021-10-28
8426,danielsarin280@gmail.com,3308,101398.33,2020-05-02
8427,yagneshbobal636@gmail.com,1624,92722.62,2024-06-09
8428,vidhisehgal947@gmail.com,1200,156803.67,2020-05-09
8429,krishakalita638@gmail.com,3146,130843.59,2023-09-07
8430,christopherbuch740@gmail.com,226,128149.43,2022-01-09
8431,ishanvikanda725@gmail.com,1798,257945.91,2020-05-15
8432,ayushaggarwal511@gmail.com,1223,273041.3,2021-04-01
8433,anamikabera526@gmail.com,1946,21198.27,2021-06-17
8434,guneetmaharaj381@gmail.com,3078,176207.42,2021-01-24
8435,hardikbava470@gmail.com,638,87851.03,2023-07-17
8436,bakhshibalan604@gmail.com,1352,130139.91,2021-07-15
8437,binamistry123@gmail.com,1397,174742.27,2021-04-09
8438,georgekapoor300@gmail.com,2654,132982.41,2020-01-03
8439,shivanshbuch522@gmail.com,1559,168436.79,2023-06-19
8440,lukewalia906@gmail.com,1681,203837.62,2022-02-16
8441,yatinsethi738@gmail.com,1991,173566.14,2023-10-02
8442,praneelnarain50@gmail.com,1232,98253.1,2020-01-27
8443,patrickapte636@gmail.com,3245,99664.03,2023-11-21
8444,sathvikkurian438@gmail.com,353,34823.58,2024-03-28
8445,lajitabali535@gmail.com,2156,81686.38,2022-05-14
8446,ojaskade600@gmail.com,2123,306965.47,2023-05-09
8447,banjeetsood188@gmail.com,3568,86639.71,2020-11-04
8448,anjaliroy26@gmail.com,1757,54529.7,2021-12-05
8449,zansikata3@gmail.com,2094,175594.23,2023-05-17
8450,brijeshtiwari584@gmail.com,1378,141170.82,2020-07-05
8451,bhanumatinarula462@gmail.com,3037,134352.54,2020-12-05
8452,chakrikatiwari557@gmail.com,3456,262723.68,2024-04-06
8453,nathanielsavant81@gmail.com,1321,193930.13,2020-09-30
8454,nishadugar942@gmail.com,135,107600.57,2021-01-12
8455,ikbaldani558@gmail.com,1579,116041.93,2022-05-27
8456,joshuadate628@gmail.com,2419,109793.08,2020-07-24
8457,ikshitagola41@gmail.com,721,219979.17,2020-10-22
8458,madhavisarin165@gmail.com,2067,125348.19,2024-07-23
8459,triyasathe84@gmail.com,1786,6547.72,2022-04-18
8460,wardamemon317@gmail.com,3456,146134.43,2022-12-20
8461,divyasuri985@gmail.com,705,27037.92,2024-06-19
8462,mahikakhosla966@gmail.com,1064,324738.45,2021-01-31
8463,agastyasheth175@gmail.com,3819,72746.57,2024-09-22
8464,gautamtella155@gmail.com,200,137050.82,2023-08-01
8465,luckyraju280@gmail.com,3614,170656.22,2021-03-05
8466,andrewsridhar705@gmail.com,3801,126907.35,2020-09-19
8467,niteshsagar45@gmail.com,1932,126797.57,2024-11-24
8468,oscardhar848@gmail.com,3005,183746.18,2024-05-14
8469,lopabajaj200@gmail.com,708,272097.28,2022-07-16
8470,ranveerpandit22@gmail.com,821,211400.73,2022-03-07
8471,anjalidutt889@gmail.com,1904,268281.11,2024-10-01
8472,priyakari431@gmail.com,615,66270.47,2021-04-22
8473,vedikaram948@gmail.com,811,175389.01,2024-10-23
8474,onijoshi81@gmail.com,3063,162419.68,2024-02-09
8475,hemanimanne471@gmail.com,651,178087.3,2023-08-13
8476,mohammedratta795@gmail.com,2217,260098.56,2024-07-11
8477,yashicatata985@gmail.com,3589,132336.87,2024-08-27
8478,charankalla190@gmail.com,530,117559.73,2022-12-08
8479,liammishra449@gmail.com,2185,192718.46,2021-02-21
8480,nakshkibe512@gmail.com,2337,7743.78,2021-10-19
8481,ekapadwason484@gmail.com,782,131051.84,2023-01-21
8482,pallavijayaraman157@gmail.com,1656,139264.18,2020-04-24
8483,amolnarayan324@gmail.com,975,76371.31,2020-10-13
8484,teerthkunda114@gmail.com,3551,234564.72,2023-06-29
8485,harshilbansal392@gmail.com,442,65020.77,2024-11-26
8486,faraskashyap41@gmail.com,2071,139130.16,2023-05-06
8487,nehanaik219@gmail.com,604,173452.58,2024-04-24
8488,yauvanitata632@gmail.com,3996,258276.12,2021-07-24
8489,ektavyas968@gmail.com,622,149155.49,2024-02-27
8490,jaimore897@gmail.com,839,224892.29,2024-02-26
8491,pranavnarayan205@gmail.com,3453,206047.63,2021-10-15
8492,champakmurty758@gmail.com,2055,159876.6,2023-04-12
8493,kamyamani39@gmail.com,1580,62838.93,2023-03-21
8494,falakagarwal339@gmail.com,2516,35233.53,2021-10-11
8495,bhavanihayre628@gmail.com,1518,158520.43,2022-12-12
8496,madhavimukherjee861@gmail.com,2873,106584.25,2020-08-05
8497,adityalalla501@gmail.com,608,223540.89,2021-07-06
8498,suhanibala163@gmail.com,3822,209668.52,2021-04-09
8499,lopasathe217@gmail.com,3167,135231.12,2023-11-20
8500,zashildhaliwal292@gmail.com,3502,57382.97,2021-11-20
8501,zaidchowdhury770@gmail.com,306,190858.84,2022-03-25
8502,imarankeer420@gmail.com,1963,68564.04,2021-03-11
8503,noahloyal670@gmail.com,2613,89322.89,2021-04-30
8504,keyachanda641@gmail.com,1991,71646.74,2021-04-13
8505,yauvanijoshi961@gmail.com,351,138919.92,2022-08-02
8506,gavinbaral196@gmail.com,2180,243615.39,2023-12-20
8507,ubikachandran276@gmail.com,3037,149596.73,2023-09-10
8508,janyachana860@gmail.com,3089,114542.5,2024-11-04
8509,chaitanyakanda648@gmail.com,2219,27950.81,2024-05-30
8510,eiravatiraval803@gmail.com,1622,194169.97,2020-02-08
8511,oviyasoni946@gmail.com,2660,87567.63,2022-12-21
8512,shravyawable585@gmail.com,3103,159401.41,2023-03-10
8513,hiralluthra693@gmail.com,428,121662.51,2023-11-05
8514,garimabhatt3@gmail.com,3419,217054.18,2021-03-31
8515,abdulkhanna233@gmail.com,1017,137421.09,2020-04-03
8516,amritadara511@gmail.com,2120,145285.89,2023-01-18
8517,oviyasrinivas643@gmail.com,3656,188859.77,2023-05-09
8518,praneelvyas920@gmail.com,1680,318555.21,2021-11-06
8519,brindaverma997@gmail.com,2460,221075.75,2023-04-20
8520,varshabath525@gmail.com,1692,142911.51,2024-03-22
8521,darikagara21@gmail.com,3804,150255.84,2024-12-23
8522,vivaanpillay779@gmail.com,508,108011.24,2020-03-23
8523,ishitabadami133@gmail.com,3757,74000.34,2020-12-28
8524,naveensunder523@gmail.com,126,105779.94,2021-05-18
8525,isaacsekhon744@gmail.com,1699,88228.08,2021-08-09
8526,ladlighosh313@gmail.com,3439,202269.47,2020-03-08
8527,jagdishvarty934@gmail.com,3779,64304.41,2024-06-12
8528,shivanichadha998@gmail.com,3174,256656.84,2023-03-22
8529,inayabera520@gmail.com,2237,210163.71,2022-08-06
8530,danielzachariah958@gmail.com,1882,151640.14,2024-12-28
8531,gaurikamajumdar562@gmail.com,2816,150025.49,2021-12-31
8532,sathvikaggarwal59@gmail.com,3173,105417.5,2021-07-06
8533,hardikshan391@gmail.com,1057,171606.75,2023-02-19
8534,yoshitakaran794@gmail.com,2633,237047.4,2023-02-10
8535,jagdishchar241@gmail.com,2833,93747.48,2023-07-18
8536,samakshagarwal151@gmail.com,2516,27328.63,2023-04-03
8537,hemalsinghal774@gmail.com,1517,206257.46,2022-10-24
8538,vrindasule804@gmail.com,2136,175949.28,2022-05-03
8539,qarinramanathan991@gmail.com,964,60384.1,2023-03-18
8540,pallaviuppal783@gmail.com,3551,91328.69,2023-07-12
8541,jatinsha233@gmail.com,2530,81271.66,2020-04-05
8542,reyanshlala127@gmail.com,2934,92037.42,2024-05-02
8543,chaitanyamadan700@gmail.com,3987,124105.38,2023-10-23
8544,lipikaswaminathan880@gmail.com,2674,128676.22,2024-01-24
8545,ranveernori575@gmail.com,3652,97936.51,2022-04-08
8546,samarthmani30@gmail.com,3644,89346.89,2020-01-21
8547,dayamaiagarwal343@gmail.com,2364,131697.25,2022-06-03
8548,zansiparekh960@gmail.com,1043,163415.32,2022-12-19
8549,tanveerbansal430@gmail.com,1035,124696.28,2024-08-08
8550,wahabde775@gmail.com,3981,242693.36,2021-07-25
8551,udarshthaman708@gmail.com,1296,190647.02,2020-09-03
8552,vedadeo776@gmail.com,1674,22732.33,2022-04-28
8553,udantgera531@gmail.com,3610,191898.22,2024-04-26
8554,farhanrattan65@gmail.com,3632,198443.52,2020-04-26
8555,ridhikeer363@gmail.com,2911,115221.2,2020-04-29
8556,binachauhan434@gmail.com,2021,30384.19,2023-12-04
8557,lakshitbehl563@gmail.com,2893,150645.34,2022-10-20
8558,radhalall221@gmail.com,2583,149383.31,2021-02-02
